-100    0.000377664
-99.2157    0.000382099
-98.4314    0.000382189
-97.6471    0.000371596
-96.8627    0.000391006
-96.0784    0.00045466
-95.2941    0.000494861
-94.5098    0.000409136
-93.7255    0.000360073
-92.9412    0.000405746
-92.1569    0.00042872
-91.3725    0.000381318
-90.5882    0.000395709
-89.8039    0.000408653
-89.0196    0.000389391
-88.2353    0.000470183
-87.451    0.000559971
-86.6667    0.000599882
-85.8824    0.000551335
-85.098    0.000469685
-84.3137    0.000399543
-83.5294    0.000382037
-82.7451    0.000382473
-81.9608    0.000409076
-81.1765    0.000430225
-80.3922    0.000457713
-79.6078    0.000458483
-78.8235    0.000416569
-78.0392    0.00042555
-77.2549    0.000504054
-76.4706    0.000568088
-75.6863    0.000498875
-74.902    0.000382807
-74.1176    0.000399428
-73.3333    0.000470735
-72.549    0.000511914
-71.7647    0.000500714
-70.9804    0.000480273
-70.1961    0.000461811
-69.4118    0.000499641
-68.6275    0.000547442
-67.8431    0.000583736
-67.0588    0.000573973
-66.2745    0.000565379
-65.4902    0.000567731
-64.7059    0.000562884
-63.9216    0.000566292
-63.1373    0.000630431
-62.3529    0.000621021
-61.5686    0.000636629
-60.7843    0.000672483
-60    0.000706431
-59.2157    0.00073111
-58.4314    0.000811877
-57.6471    0.000882843
-56.8627    0.000854893
-56.0784    0.00087695
-55.2941    0.000950294
-54.5098    0.00102076
-53.7255    0.00105001
-52.9412    0.000951872
-52.1569    0.000939205
-51.3725    0.00100121
-50.5882    0.00108442
-49.8039    0.00115231
-49.0196    0.00105607
-48.2353    0.000848192
-47.451    0.000684001
-46.6667    0.000587301
-45.8824    0.00053168
-45.098    0.000498376
-44.3137    0.000443965
-43.5294    0.000394087
-42.7451    0.000347812
-41.9608    0.000335823
-41.1765    0.000322522
-40.3922    0.000338374
-39.6078    0.000358676
-38.8235    0.000329868
-38.0392    0.000291711
-37.2549    0.000262903
-36.4706    0.00022165
-35.6863    0.000204855
-34.902    0.000193507
-34.1176    0.000194212
-33.3333    0.000221571
-32.549    0.000254645
-31.7647    0.000223751
-30.9804    0.000191888
-30.1961    0.000182945
-29.4118    0.000190223
-28.6275    0.000151989
-27.8431    0.000130038
-27.0588    0.000144012
-26.2745    0.000180211
-25.4902    0.000195204
-24.7059    0.000142694
-23.9216    0.000127453
-23.1373    0.00015123
-22.3529    0.000139394
-21.5686    0.000123953
-20.7843    0.000150607
-20    0.000157043
-19.2157    0.000130385
-18.4314    0.000139902
-17.6471    0.00014405
-16.8627    0.000148107
-16.0784    0.000136867
-15.2941    0.000111299
-14.5098    7.11085e-05
-13.7255    5.00086e-05
-12.9412    4.49075e-05
-12.1569    5.13145e-05
-11.3725    5.78011e-05
-10.5882    4.98153e-05
-9.80392    5.0483e-05
-9.01961    5.10126e-05
-8.23529    3.42743e-05
-7.45098    2.41556e-05
-6.66667    1.95556e-05
-5.88235    1.71558e-05
-5.09804    1.57328e-05
-4.31373    1.48182e-05
-3.52941    1.42068e-05
-2.7451    1.37982e-05
-1.96078    1.35397e-05
-1.17647    1.34031e-05
-0.392157    1.33752e-05
0.392157    1.3453e-05
1.17647    1.3643e-05
1.96078    1.39619e-05
2.7451    1.4441e-05
3.52941    1.51346e-05
4.31373    1.61386e-05
5.09804    1.76314e-05
5.88235    1.99743e-05
6.66667    2.39898e-05
7.45098    3.18208e-05
8.23529    4.92135e-05
9.01961    7.75359e-05
9.80392    8.18904e-05
10.5882    8.3321e-05
11.3725    7.79877e-05
12.1569    8.40141e-05
12.9412    8.11457e-05
13.7255    8.36701e-05
14.5098    0.000105956
15.2941    0.000124798
16.0784    0.000148736
16.8627    0.000146666
17.6471    0.000154298
18.4314    0.000146079
19.2157    0.000128538
20    0.000121188
20.7843    9.92653e-05
21.5686    8.91249e-05
22.3529    0.000104771
23.1373    0.00012284
23.9216    0.000123337
24.7059    0.000118292
25.4902    0.000130484
26.2745    0.000127495
27.0588    0.000132793
27.8431    0.000147082
28.6275    0.000160152
29.4118    0.000167827
30.1961    0.000173172
30.9804    0.000171639
31.7647    0.000168622
32.549    0.000202652
33.3333    0.000227638
34.1176    0.000225755
34.902    0.000214777
35.6863    0.000212262
36.4706    0.000229027
37.2549    0.000258095
38.0392    0.000275383
38.8235    0.000285833
39.6078    0.000341512
40.3922    0.000379205
41.1765    0.000367856
41.9608    0.000324484
42.7451    0.000334915
43.5294    0.000401793
44.3137    0.000463158
45.098    0.000514258
45.8824    0.000545363
46.6667    0.000613727
47.451    0.000690976
48.2353    0.000823598
49.0196    0.00103285
49.8039    0.00111079
50.5882    0.000987717
51.3725    0.000911308
52.1569    0.00087295
52.9412    0.000875356
53.7255    0.000826377
54.5098    0.000774915
55.2941    0.000766196
56.0784    0.00075053
56.8627    0.000665903
57.6471    0.000588359
58.4314    0.000580423
59.2157    0.00053531
60    0.000501244
60.7843    0.000502697
61.5686    0.000511287
62.3529    0.000518631
63.1373    0.000503759
63.9216    0.000514956
64.7059    0.000544422
65.4902    0.000521037
66.2745    0.000446317
67.0588    0.000404394
67.8431    0.000390281
68.6275    0.000401646
69.4118    0.000418292
70.1961    0.000441296
70.9804    0.000422667
71.7647    0.000375941
72.549    0.000375077
73.3333    0.00039733
74.1176    0.000438818
74.902    0.0004395
75.6863    0.000498461
76.4706    0.000518431
77.2549    0.000426728
78.0392    0.000379622
78.8235    0.00037101
79.6078    0.000356802
80.3922    0.000359515
81.1765    0.000418819
81.9608    0.00039381
82.7451    0.000318982
83.5294    0.000344496
84.3137    0.000355278
85.098    0.00032587
85.8824    0.00038115
86.6667    0.000442695
87.451    0.000473787
88.2353    0.00049599
89.0196    0.000516992
89.8039    0.000499281
90.5882    0.00043325
91.3725    0.000369662
92.1569    0.00034274
92.9412    0.000320252
93.7255    0.000305172
94.5098    0.000279634
95.2941    0.000245703
96.0784    0.000239188
96.8627    0.000269541
97.6471    0.000314176
98.4314    0.000322155
99.2157    0.000319213
100    0.000334408
